"competition_name","gender","country","first_season","last_season","competition_urls","seasons","season_end_year","seasons_urls"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2013-2014","2014","https://fbref.com/en/comps/20/672/2013-2014-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2012-2013","2013","https://fbref.com/en/comps/20/605/2012-2013-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2011-2012","2012","https://fbref.com/en/comps/20/537/2011-2012-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2010-2011","2011","https://fbref.com/en/comps/20/470/2010-2011-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2009-2010","2010","https://fbref.com/en/comps/20/403/2009-2010-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2008-2009","2009","https://fbref.com/en/comps/20/340/2008-2009-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2007-2008","2008","https://fbref.com/en/comps/20/284/2007-2008-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2006-2007","2007","https://fbref.com/en/comps/20/231/2006-2007-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2005-2006","2006","https://fbref.com/en/comps/20/185/2005-2006-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2004-2005","2005","https://fbref.com/en/comps/20/148/2004-2005-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2003-2004","2004","https://fbref.com/en/comps/20/114/2003-2004-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2002-2003","2003","https://fbref.com/en/comps/20/86/2002-2003-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2001-2002","2002","https://fbref.com/en/comps/20/65/2001-2002-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2000-2001","2001","https://fbref.com/en/comps/20/49/2000-2001-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","1999-2000","2000","https://fbref.com/en/comps/20/40/1999-2000-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","1998-1999","1999","https://fbref.com/en/comps/20/1123/1998-1999-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","1997-1998","1998","https://fbref.com/en/comps/20/1124/1997-1998-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","1996-1997","1997","https://fbref.com/en/comps/20/1125/1996-1997-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","1995-1996","1996","https://fbref.com/en/comps/20/1126/1995-1996-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","1994-1995","1995","https://fbref.com/en/comps/20/1127/1994-1995-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","1993-1994","1994","https://fbref.com/en/comps/20/1128/1993-1994-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","1992-1993","1993","https://fbref.com/en/comps/20/1129/1992-1993-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","1991-1992","1992","https://fbref.com/en/comps/20/1130/1991-1992-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","1990-1991","1991","https://fbref.com/en/comps/20/1131/1990-1991-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","1989-1990","1990","https://fbref.com/en/comps/20/1132/1989-1990-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","1988-1989","1989","https://fbref.com/en/comps/20/10951/1988-1989-Bundesliga-Stats"
"Frauen-Bundesliga","F","GER","2016-2017","2020-2021","https://fbref.com/en/comps/183/history/Frauen-Bundesliga-Seasons","2020-2021","2021","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats"
"Frauen-Bundesliga","F","GER","2016-2017","2020-2021","https://fbref.com/en/comps/183/history/Frauen-Bundesliga-Seasons","2019-2020","2020","https://fbref.com/en/comps/183/2984/2019-2020-Frauen-Bundesliga-Stats"
"Frauen-Bundesliga","F","GER","2016-2017","2020-2021","https://fbref.com/en/comps/183/history/Frauen-Bundesliga-Seasons","2018-2019","2019","https://fbref.com/en/comps/183/2982/2018-2019-Frauen-Bundesliga-Stats"
"Frauen-Bundesliga","F","GER","2016-2017","2020-2021","https://fbref.com/en/comps/183/history/Frauen-Bundesliga-Seasons","2017-2018","2018","https://fbref.com/en/comps/183/2980/2017-2018-Frauen-Bundesliga-Stats"
"Frauen-Bundesliga","F","GER","2016-2017","2020-2021","https://fbref.com/en/comps/183/history/Frauen-Bundesliga-Seasons","2016-2017","2017","https://fbref.com/en/comps/183/2978/2016-2017-Frauen-Bundesliga-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2020-2021","2021","https://fbref.com/en/comps/27/Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2019-2020","2020","https://fbref.com/en/comps/27/3254/2019-2020-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2018-2019","2019","https://fbref.com/en/comps/27/2428/2018-2019-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2017-2018","2018","https://fbref.com/en/comps/27/1637/2017-2018-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2016-2017","2017","https://fbref.com/en/comps/27/1532/2016-2017-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2015-2016","2016","https://fbref.com/en/comps/27/1473/2015-2016-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2014-2015","2015","https://fbref.com/en/comps/27/739/2014-2015-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2013-2014","2014","https://fbref.com/en/comps/27/675/2013-2014-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2012-2013","2013","https://fbref.com/en/comps/27/608/2012-2013-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2011-2012","2012","https://fbref.com/en/comps/27/540/2011-2012-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2010-2011","2011","https://fbref.com/en/comps/27/473/2010-2011-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2009-2010","2010","https://fbref.com/en/comps/27/406/2009-2010-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2008-2009","2009","https://fbref.com/en/comps/27/342/2008-2009-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2007-2008","2008","https://fbref.com/en/comps/27/286/2007-2008-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2006-2007","2007","https://fbref.com/en/comps/27/233/2006-2007-Super-League-Greece-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2005-2006","2006","https://fbref.com/en/comps/27/187/2005-2006-Alpha-Ethniki-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2004-2005","2005","https://fbref.com/en/comps/27/150/2004-2005-Alpha-Ethniki-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2003-2004","2004","https://fbref.com/en/comps/27/116/2003-2004-Alpha-Ethniki-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2002-2003","2003","https://fbref.com/en/comps/27/87/2002-2003-Alpha-Ethniki-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2001-2002","2002","https://fbref.com/en/comps/27/66/2001-2002-Alpha-Ethniki-Stats"
"Super League Greece","M","GRE","2000-2001","2020-2021","https://fbref.com/en/comps/27/history/Super-League-Greece-Seasons","2000-2001","2001","https://fbref.com/en/comps/27/50/2000-2001-Alpha-Ethniki-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2020-2021","2021","https://fbref.com/en/comps/46/NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2019-2020","2020","https://fbref.com/en/comps/46/3257/2019-2020-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2018-2019","2019","https://fbref.com/en/comps/46/2429/2018-2019-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2017-2018","2018","https://fbref.com/en/comps/46/1638/2017-2018-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2016-2017","2017","https://fbref.com/en/comps/46/1533/2016-2017-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2015-2016","2016","https://fbref.com/en/comps/46/1474/2015-2016-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2014-2015","2015","https://fbref.com/en/comps/46/740/2014-2015-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2013-2014","2014","https://fbref.com/en/comps/46/676/2013-2014-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2012-2013","2013","https://fbref.com/en/comps/46/609/2012-2013-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2011-2012","2012","https://fbref.com/en/comps/46/541/2011-2012-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2010-2011","2011","https://fbref.com/en/comps/46/474/2010-2011-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2009-2010","2010","https://fbref.com/en/comps/46/407/2009-2010-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2008-2009","2009","https://fbref.com/en/comps/46/343/2008-2009-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2007-2008","2008","https://fbref.com/en/comps/46/287/2007-2008-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2006-2007","2007","https://fbref.com/en/comps/46/234/2006-2007-NB-I-Stats"
"Nemzeti Bajnokság I","M","HUN","2005-2006","2020-2021","https://fbref.com/en/comps/46/history/NB-I-Seasons","2005-2006","2006","https://fbref.com/en/comps/46/188/2005-2006-NB-I-Stats"
"Indian I-League","M","IND","2013-2014","2020-2021","https://fbref.com/en/comps/378/history/I-League-Seasons","2020-2021","2021","https://fbref.com/en/comps/378/I-League-Stats"
"Indian I-League","M","IND","2013-2014","2020-2021","https://fbref.com/en/comps/378/history/I-League-Seasons","2019-2020","2020","https://fbref.com/en/comps/378/9996/2019-2020-I-League-Stats"
"Indian I-League","M","IND","2013-2014","2020-2021","https://fbref.com/en/comps/378/history/I-League-Seasons","2018-2019","2019","https://fbref.com/en/comps/378/4594/2018-2019-I-League-Stats"
"Indian I-League","M","IND","2013-2014","2020-2021","https://fbref.com/en/comps/378/history/I-League-Seasons","2017-2018","2018","https://fbref.com/en/comps/378/4593/2017-2018-I-League-Stats"
"Indian I-League","M","IND","2013-2014","2020-2021","https://fbref.com/en/comps/378/history/I-League-Seasons","2016-2017","2017","https://fbref.com/en/comps/378/4592/2016-2017-I-League-Stats"
"Indian I-League","M","IND","2013-2014","2020-2021","https://fbref.com/en/comps/378/history/I-League-Seasons","2015-2016","2016","https://fbref.com/en/comps/378/4591/2015-2016-I-League-Stats"
"Indian I-League","M","IND","2013-2014","2020-2021","https://fbref.com/en/comps/378/history/I-League-Seasons","2014-2015","2015","https://fbref.com/en/comps/378/4590/2014-2015-I-League-Stats"
"Indian I-League","M","IND","2013-2014","2020-2021","https://fbref.com/en/comps/378/history/I-League-Seasons","2013-2014","2014","https://fbref.com/en/comps/378/4589/2013-2014-I-League-Stats"
"Indian Super League","M","IND","2014","2020-2021","https://fbref.com/en/comps/82/history/Indian-Super-League-Seasons","2020-2021","2021","https://fbref.com/en/comps/82/Indian-Super-League-Stats"
"Indian Super League","M","IND","2014","2020-2021","https://fbref.com/en/comps/82/history/Indian-Super-League-Seasons","2019-2020","2020","https://fbref.com/en/comps/82/9995/2019-2020-Indian-Super-League-Stats"
"Indian Super League","M","IND","2014","2020-2021","https://fbref.com/en/comps/82/history/Indian-Super-League-Seasons","2018-2019","2019","https://fbref.com/en/comps/82/3968/2018-2019-Indian-Super-League-Stats"
"Indian Super League","M","IND","2014","2020-2021","https://fbref.com/en/comps/82/history/Indian-Super-League-Seasons","2017-2018","2018","https://fbref.com/en/comps/82/1598/2017-2018-Indian-Super-League-Stats"
"Indian Super League","M","IND","2014","2020-2021","https://fbref.com/en/comps/82/history/Indian-Super-League-Seasons","2016","2016","https://fbref.com/en/comps/82/1597/2016-Indian-Super-League-Stats"
"Indian Super League","M","IND","2014","2020-2021","https://fbref.com/en/comps/82/history/Indian-Super-League-Seasons","2015","2015","https://fbref.com/en/comps/82/1392/2015-Indian-Super-League-Stats"
"Indian Super League","M","IND","2014","2020-2021","https://fbref.com/en/comps/82/history/Indian-Super-League-Seasons","2014","2014","https://fbref.com/en/comps/82/705/2014-Indian-Super-League-Stats"
"Persian Gulf Pro League","M","IRN","2014-2015","2020-2021","https://fbref.com/en/comps/64/history/Persian-Gulf-Pro-League-Seasons","2020-2021","2021","https://fbref.com/en/comps/64/Persian-Gulf-Pro-League-Stats"
"Persian Gulf Pro League","M","IRN","2014-2015","2020-2021","https://fbref.com/en/comps/64/history/Persian-Gulf-Pro-League-Seasons","2019-2020","2020","https://fbref.com/en/comps/64/3259/2019-2020-Persian-Gulf-Pro-League-Stats"
"Persian Gulf Pro League","M","IRN","2014-2015","2020-2021","https://fbref.com/en/comps/64/history/Persian-Gulf-Pro-League-Seasons","2018-2019","2019","https://fbref.com/en/comps/64/2430/2018-2019-Persian-Gulf-Pro-League-Stats"
"Persian Gulf Pro League","M","IRN","2014-2015","2020-2021","https://fbref.com/en/comps/64/history/Persian-Gulf-Pro-League-Seasons","2017-2018","2018","https://fbref.com/en/comps/64/1639/2017-2018-Persian-Gulf-Pro-League-Stats"
"Persian Gulf Pro League","M","IRN","2014-2015","2020-2021","https://fbref.com/en/comps/64/history/Persian-Gulf-Pro-League-Seasons","2016-2017","2017","https://fbref.com/en/comps/64/1534/2016-2017-Persian-Gulf-Pro-League-Stats"
"Persian Gulf Pro League","M","IRN","2014-2015","2020-2021","https://fbref.com/en/comps/64/history/Persian-Gulf-Pro-League-Seasons","2015-2016","2016","https://fbref.com/en/comps/64/1475/2015-2016-Persian-Gulf-Pro-League-Stats"
"Persian Gulf Pro League","M","IRN","2014-2015","2020-2021","https://fbref.com/en/comps/64/history/Persian-Gulf-Pro-League-Seasons","2014-2015","2015","https://fbref.com/en/comps/64/741/2014-2015-Persian-Gulf-Pro-League-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2020-2021","2021","https://fbref.com/en/comps/11/Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2019-2020","2020","https://fbref.com/en/comps/11/3260/2019-2020-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2018-2019","2019","https://fbref.com/en/comps/11/1896/2018-2019-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2017-2018","2018","https://fbref.com/en/comps/11/1640/2017-2018-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2016-2017","2017","https://fbref.com/en/comps/11/1535/2016-2017-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2015-2016","2016","https://fbref.com/en/comps/11/1476/2015-2016-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2014-2015","2015","https://fbref.com/en/comps/11/742/2014-2015-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2013-2014","2014","https://fbref.com/en/comps/11/678/2013-2014-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2012-2013","2013","https://fbref.com/en/comps/11/611/2012-2013-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2011-2012","2012","https://fbref.com/en/comps/11/544/2011-2012-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2010-2011","2011","https://fbref.com/en/comps/11/477/2010-2011-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2009-2010","2010","https://fbref.com/en/comps/11/410/2009-2010-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2008-2009","2009","https://fbref.com/en/comps/11/345/2008-2009-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2007-2008","2008","https://fbref.com/en/comps/11/289/2007-2008-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2006-2007","2007","https://fbref.com/en/comps/11/236/2006-2007-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2005-2006","2006","https://fbref.com/en/comps/11/190/2005-2006-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2004-2005","2005","https://fbref.com/en/comps/11/152/2004-2005-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2003-2004","2004","https://fbref.com/en/comps/11/118/2003-2004-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2002-2003","2003","https://fbref.com/en/comps/11/88/2002-2003-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2001-2002","2002","https://fbref.com/en/comps/11/67/2001-2002-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","2000-2001","2001","https://fbref.com/en/comps/11/51/2000-2001-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","1999-2000","2000","https://fbref.com/en/comps/11/41/1999-2000-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","1998-1999","1999","https://fbref.com/en/comps/11/36/1998-1999-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","1997-1998","1998","https://fbref.com/en/comps/11/1172/1997-1998-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","1996-1997","1997","https://fbref.com/en/comps/11/1173/1996-1997-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","1995-1996","1996","https://fbref.com/en/comps/11/1174/1995-1996-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","1994-1995","1995","https://fbref.com/en/comps/11/1175/1994-1995-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","1993-1994","1994","https://fbref.com/en/comps/11/1176/1993-1994-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","1992-1993","1993","https://fbref.com/en/comps/11/1177/1992-1993-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","1991-1992","1992","https://fbref.com/en/comps/11/1178/1991-1992-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","1990-1991","1991","https://fbref.com/en/comps/11/1179/1990-1991-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","1989-1990","1990","https://fbref.com/en/comps/11/1180/1989-1990-Serie-A-Stats"
"Serie A","M","ITA","1988-1989","2020-2021","https://fbref.com/en/comps/11/history/Serie-A-Seasons","1988-1989","1989","https://fbref.com/en/comps/11/10949/1988-1989-Serie-A-Stats"
"Serie A","F","ITA","2018-2019","2020-2021","https://fbref.com/en/comps/208/history/Serie-A-Seasons","2020-2021","2021","https://fbref.com/en/comps/208/Serie-A-Stats"
"Serie A","F","ITA","2018-2019","2020-2021","https://fbref.com/en/comps/208/history/Serie-A-Seasons","2019-2020","2020","https://fbref.com/en/comps/208/3433/2019-2020-Serie-A-Stats"
"Serie A","F","ITA","2018-2019","2020-2021","https://fbref.com/en/comps/208/history/Serie-A-Seasons","2018-2019","2019","https://fbref.com/en/comps/208/3431/2018-2019-Serie-A-Stats"
"J1 League","M","JPN","2014","2020","https://fbref.com/en/comps/25/history/J1-League-Seasons","2020","2020","https://fbref.com/en/comps/25/J1-League-Stats"
"J1 League","M","JPN","2014","2020","https://fbref.com/en/comps/25/history/J1-League-Seasons","2019","2019","https://fbref.com/en/comps/25/3923/2019-J1-League-Stats"
"J1 League","M","JPN","2014","2020","https://fbref.com/en/comps/25/history/J1-League-Seasons","2018","2018","https://fbref.com/en/comps/25/1761/2018-J1-League-Stats"
"J1 League","M","JPN","2014","2020","https://fbref.com/en/comps/25/history/J1-League-Seasons","2017","2017","https://fbref.com/en/comps/25/1560/2017-J1-League-Stats"
"J1 League","M","JPN","2014","2020","https://fbref.com/en/comps/25/history/J1-League-Seasons","2016","2016","https://fbref.com/en/comps/25/1501/2016-J1-League-Stats"
"J1 League","M","JPN","2014","2020","https://fbref.com/en/comps/25/history/J1-League-Seasons","2015","2015","https://fbref.com/en/comps/25/1219/2015-J1-League-Stats"
"J1 League","M","JPN","2014","2020","https://fbref.com/en/comps/25/history/J1-League-Seasons","2014","2014","https://fbref.com/en/comps/25/706/2014-J1-League-Stats"
"K League 1","M","KOR","2014","2020","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2020","2020","https://fbref.com/en/comps/55/K-League-1-Stats"
"K League 1","M","KOR","2014","2020","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2019","2019","https://fbref.com/en/comps/55/3930/2019-K-League-1-Stats"
"K League 1","M","KOR","2014","2020","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2018","2018","https://fbref.com/en/comps/55/1771/2018-K-League-1-Stats"
"K League 1","M","KOR","2014","2020","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2017","2017","https://fbref.com/en/comps/55/1575/2017-K-League-Classic-Stats"
"K League 1","M","KOR","2014","2020","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2016","2016","https://fbref.com/en/comps/55/1508/2016-K-League-Classic-Stats"
"K League 1","M","KOR","2014","2020","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2015","2015","https://fbref.com/en/comps/55/1230/2015-K-League-Classic-Stats"
"K League 1","M","KOR","2014","2020","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2014","2014","https://fbref.com/en/comps/55/713/2014-K-League-Classic-Stats"
